Aortic aneurysm, abdominal	Aortic aneurysm, abdominal	100070
Prune belly syndrome	Prune belly syndrome	100100
Abducens palsy	Abducens palsy	100200
Adams-Oliver syndrome 1	Adams-Oliver syndrome 1	100300
Acanthosis nigricans	Acanthosis nigricans	100600
Achard syndrome	Achard syndrome	100700
Achondroplasia	Achondroplasia	100800
Achoo syndrome	Achoo syndrome	100820
Neurofibromatosis, type II	Neurofibromatosis, type II	101000
Apert syndrome	Apert syndrome	101200
Saethre-Chotzen syndrome	Saethre-Chotzen syndrome	101400
Pfeiffer syndrome	Pfeiffer syndrome	101600
Acrodysostosis 1, with or without hormone resistance	Acrodysostosis 1, with or without hormone resistance	101800
Acrofacial dysostosis, Catania type	Acrofacial dysostosis, Catania type	101805
Acrokeratoderma, hereditary papulotranslucent	Acrokeratoderma, hereditary papulotranslucent	101840
ACROKERATOELASTOIDOSIS	ACROKERATOELASTOIDOSIS	101850
Acrokeratosis verruciformis	Acrokeratosis verruciformis	101900
Acroleukopathy, symmetric	Acroleukopathy, symmetric	102000
Acromegaloid changes, cutis verticis gyrata, and corneal leukoma	Acromegaloid changes, cutis verticis gyrata, and corneal leukoma	102100
Acromegaloid facial appearance syndrome	Acromegaloid facial appearance syndrome	102150
Pituitary adenoma, growth hormone-secreting, 1	Pituitary adenoma, growth hormone-secreting, 1	102200
Restless legs syndrome, susceptibility to, 1	Restless legs syndrome, susceptibility to, 1	102300
Acromial dimples	Acromial dimples	102350
Acromicric dysplasia	Acromicric dysplasia	102370
ACROOSTEOLYSIS	ACROOSTEOLYSIS	102400
Hajdu-Cheney syndrome	Hajdu-Cheney syndrome	102500
ACROPECTOROVERTEBRAL DYSPLASIA, F-FORM OF	ACROPECTOROVERTEBRAL DYSPLASIA, F-FORM OF	102510
Acrorenal syndrome	Acrorenal syndrome	102520
Spermatogenic failure 6	Spermatogenic failure 6	102530
Adactylia, unilateral	Adactylia, unilateral	102650
Adamantinoma of long bones	Adamantinoma of long bones	102660
Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	102700
Adenosine triphosphatase deficiency, anemia due to	Adenosine triphosphatase deficiency, anemia due to	102800
Adenosine triphosphate, elevated, of erythrocytes	Adenosine triphosphate, elevated, of erythrocytes	102900
Adenylosuccinase deficiency	Adenylosuccinase deficiency	103050
Adie pupil	Adie pupil	103100
Adiposis dolorosa	Adiposis dolorosa	103200
Adult syndrome	Adult syndrome	103285
HYPOGLOSSIA-HYPODACTYLIA	HYPOGLOSSIA-HYPODACTYLIA	103300
Alacrima, congenital	Alacrima, congenital	103420
Tietz albinism-deafness syndrome	Tietz albinism-deafness syndrome	103500
Pseudohypoparathyroidism, type IA	Pseudohypoparathyroidism, type IA	103580
Alcohol dependence	Alcohol dependence	103780
Aldosteronism, glucocorticoid-remediable	Aldosteronism, glucocorticoid-remediable	103900
